"timestamp","device_id","device_type","protocol","packet_rate","byte_rate","error_rate","temperature","cpu_usage","memory_usage","latency","command_freq","packet_rate_change","byte_rate_change","cpu_temp_ratio","avg_latency_5s","high_latency_flag","attack_type","label"
2025-11-06 03:45:00,"IIOT_4","Actuator","Modbus",179,1430,0.047,29.9,31.9,38.8,128,6,49,-1544,1.07,105.8,0,"Normal",0
2025-11-06 03:50:00,"IIOT_7","Sensor","Modbus",88,2628,0.039,40.3,77.5,53.6,106,8,-91,1198,1.92,102.2,0,"Normal",0
2025-11-06 03:55:00,"IIOT_8","Sensor","Modbus",191,2950,0.057,24.4,70.9,62.9,137,8,103,322,2.91,99.8,0,"DoS",1
2025-11-06 04:00:00,"IIOT_1","Actuator","Modbus",64,2027,0.019,25.8,79.7,45.8,69,10,-127,-923,3.09,105.6,0,"Spoofing",1
2025-11-06 04:05:00,"IIOT_6","Controller","Modbus",112,1079,0.01,27.2,84.4,60.5,76,1,48,-948,3.1,103.2,0,"Normal",0
2025-11-06 04:10:00,"IIOT_10","Controller","MQTT",241,1058,0.007,24.1,36,36.6,147,7,129,-21,1.49,107,0,"Normal",0
2025-11-06 04:15:00,"IIOT_9","Sensor","MQTT",202,1163,0.075,26.1,26.4,59.7,152,8,-39,105,1.01,116.2,1,"Normal",0
2025-11-06 04:20:00,"IIOT_7","Sensor","HTTP",108,2156,0.06,28.9,21.2,62.4,151,6,-94,993,0.73,119,1,"Data Injection",1
2025-11-06 04:25:00,"IIOT_2","Controller","HTTP",160,1929,0.09,35.3,88.8,68.2,109,6,52,-227,2.52,127,0,"Normal",0
2025-11-06 04:30:00,"IIOT_5","Actuator","HTTP",109,2354,0.001,32.5,74.8,47.4,101,8,-51,425,2.3,132,0,"Spoofing",1
2025-11-06 04:35:00,"IIOT_1","Actuator","MQTT",142,1321,0.051,36.2,27.8,42.3,124,6,33,-1033,0.77,127.4,0,"Normal",0
2025-11-06 04:40:00,"IIOT_6","Sensor","MQTT",49,2039,0.008,18.5,64.6,42.3,104,6,-93,718,3.49,117.8,0,"Normal",0
2025-11-06 04:45:00,"IIOT_6","Actuator","HTTP",92,2186,0.07,26.8,64.9,56,86,7,43,147,2.42,104.8,0,"Normal",0
2025-11-06 04:50:00,"IIOT_10","Sensor","MQTT",46,2623,0.019,29.7,72.4,76.7,154,9,-46,437,2.44,113.8,1,"Normal",0
2025-11-06 04:55:00,"IIOT_9","Actuator","HTTP",161,1872,0.006,32.7,59.4,66.1,142,8,115,-751,1.82,122,0,"Normal",0
2025-11-06 05:00:00,"IIOT_9","Actuator","Modbus",155,2302,0.003,28.5,49.3,77.3,74,4,-6,430,1.73,112,0,"Normal",0
2025-11-06 05:05:00,"IIOT_8","Sensor","Modbus",94,1594,0.095,23.9,41.3,60,57,3,-61,-708,1.73,102.6,0,"DoS",1
2025-11-06 05:10:00,"IIOT_4","Actuator","HTTP",191,1755,0.085,35.6,62.7,80.1,80,3,97,161,1.76,101.4,0,"Spoofing",1
2025-11-06 05:15:00,"IIOT_6","Sensor","MQTT",32,1247,0.07,33.7,43.2,78.1,121,5,-159,-508,1.28,94.8,0,"Normal",0
2025-11-06 05:20:00,"IIOT_8","Sensor","HTTP",128,886,0.071,35.6,23.6,64,76,3,96,-361,0.66,81.6,0,"Normal",0
2025-11-06 05:25:00,"IIOT_7","Sensor","Modbus",83,1993,0.098,33.2,73.4,47.2,12,8,-45,1107,2.21,69.2,0,"MITM",1
2025-11-06 05:30:00,"IIOT_10","Sensor","Modbus",165,1582,0.033,21.4,34.6,48.8,109,4,82,-411,1.62,79.6,0,"Normal",0
2025-11-06 05:35:00,"IIOT_2","Controller","MQTT",207,2742,0.05,36.3,48.6,59,91,8,42,1160,1.34,81.8,0,"Normal",0
2025-11-06 05:40:00,"IIOT_1","Sensor","MQTT",140,800,0.097,28.2,84.2,42.2,107,7,-67,-1942,2.99,79,0,"Data Injection",1
2025-11-06 05:45:00,"IIOT_7","Actuator","Modbus",202,2565,0.096,24.9,42.2,45.7,157,8,62,1765,1.69,95.2,1,"Normal",0
2025-11-06 05:50:00,"IIOT_10","Sensor","Modbus",82,1835,0.031,24.1,65,54.9,97,7,-120,-730,2.7,112.2,0,"DoS",1
2025-11-06 05:55:00,"IIOT_10","Sensor","Modbus",51,2810,0.045,29.8,67,34.1,92,4,-31,975,2.25,108.8,0,"Normal",0
2025-11-06 06:00:00,"IIOT_7","Controller","Modbus",180,2329,0.044,35.3,83.1,79.3,116,3,129,-481,2.35,113.8,0,"Normal",0
2025-11-06 06:05:00,"IIOT_2","Actuator","Modbus",83,2905,0.058,25.5,61.3,43.5,63,2,-97,576,2.4,105,0,"MITM",1
2025-11-06 06:10:00,"IIOT_5","Actuator","MQTT",181,2178,0.051,25.1,55.1,37.2,68,5,98,-727,2.2,87.2,0,"Normal",0
2025-11-06 06:15:00,"IIOT_1","Controller","HTTP",108,2028,0.058,20.2,84.5,30.6,98,7,-73,-150,4.18,87.4,0,"Data Injection",1
2025-11-06 06:20:00,"IIOT_5","Controller","Modbus",112,1563,0.064,32.5,68.1,55.5,125,10,4,-465,2.1,94,0,"MITM",1
2025-11-06 06:25:00,"IIOT_10","Sensor","Modbus",45,3192,0.02,32.7,51.6,39.1,29,6,-67,1629,1.58,76.6,0,"Normal",0
2025-11-06 06:30:00,"IIOT_7","Controller","MQTT",163,2104,0.083,28.7,63,77.6,134,5,118,-1088,2.2,90.8,0,"Normal",0
2025-11-06 06:35:00,"IIOT_7","Sensor","Modbus",197,2639,0.064,26.4,76.5,72.9,109,1,34,535,2.9,99,0,"Normal",0
2025-11-06 06:40:00,"IIOT_4","Actuator","Modbus",119,1589,0.043,29.6,82.9,39.8,148,10,-78,-1050,2.8,109,0,"MITM",1
2025-11-06 06:45:00,"IIOT_7","Actuator","Modbus",147,1555,0.083,26.4,69.4,33.6,157,4,28,-34,2.63,115.4,1,"Spoofing",1
2025-11-06 06:50:00,"IIOT_1","Actuator","MQTT",130,2747,0.027,34.4,84.7,82.9,71,7,-17,1192,2.46,123.8,0,"DoS",1
2025-11-06 06:55:00,"IIOT_8","Actuator","Modbus",138,1276,0.045,32.1,89.6,40.5,70,10,8,-1471,2.79,111,0,"Data Injection",1
2025-11-06 07:00:00,"IIOT_3","Actuator","Modbus",166,2469,0.069,30.2,41.4,66.3,98,2,28,1193,1.37,108.8,0,"DoS",1
2025-11-06 07:05:00,"IIOT_2","Controller","Modbus",116,1316,0.02,29.6,57,62.7,102,2,-50,-1153,1.93,99.6,0,"Normal",0
2025-11-06 07:10:00,"IIOT_7","Sensor","Modbus",43,2631,0.049,19.7,75.7,74.2,108,6,-73,1315,3.84,89.8,0,"Normal",0
2025-11-06 07:15:00,"IIOT_7","Sensor","Modbus",126,2381,0.042,31.2,35.3,39.2,45,10,83,-250,1.13,84.6,0,"Normal",0
2025-11-06 07:20:00,"IIOT_8","Controller","MQTT",122,1719,0.036,29.5,55.6,64.9,89,7,-4,-662,1.88,88.4,0,"Normal",0
2025-11-06 07:25:00,"IIOT_5","Sensor","Modbus",117,1685,0.098,29.8,40.2,61,97,5,-5,-34,1.35,88.2,0,"Normal",0
2025-11-06 07:30:00,"IIOT_1","Actuator","Modbus",44,1592,0.003,27.6,78.3,48.1,164,7,-73,-93,2.84,100.6,1,"Normal",0
2025-11-06 07:35:00,"IIOT_6","Sensor","MQTT",202,1300,0.001,37.7,44,50.4,163,7,158,-292,1.17,111.6,1,"Normal",0
2025-11-06 07:40:00,"IIOT_4","Sensor","HTTP",114,3110,0.048,27.9,85.7,43.2,164,8,-88,1810,3.07,135.4,1,"Data Injection",1
2025-11-06 07:45:00,"IIOT_10","Sensor","Modbus",87,2645,0.03,33.3,89.8,38.5,102,2,-27,-465,2.7,138,0,"Normal",0
2025-11-06 07:50:00,"IIOT_8","Sensor","Modbus",99,1539,0.015,32.7,77.7,59.9,88,4,12,-1106,2.38,136.2,0,"Normal",0
2025-11-06 07:55:00,"IIOT_7","Sensor","Modbus",117,2456,0.076,25.8,83,51.4,153,3,18,917,3.22,134,1,"Normal",0
2025-11-06 08:00:00,"IIOT_7","Sensor","Modbus",158,1429,0.035,33,58.6,61.8,109,2,41,-1027,1.78,123.2,0,"DoS",1
2025-11-06 08:05:00,"IIOT_2","Actuator","HTTP",185,965,0.01,24,28.2,79,140,6,27,-464,1.18,118.4,0,"Normal",0
2025-11-06 08:10:00,"IIOT_3","Controller","HTTP",104,2624,0.046,33.6,89.5,34.2,89,9,-81,1659,2.66,115.8,0,"Normal",0
2025-11-06 08:15:00,"IIOT_3","Actuator","Modbus",110,2028,0.097,28.7,40.3,60,127,1,6,-596,1.4,123.6,0,"DoS",1
2025-11-06 08:20:00,"IIOT_1","Sensor","Modbus",137,967,0.088,15.6,29.2,35.2,120,2,27,-1061,1.87,117,0,"Spoofing",1
2025-11-06 08:25:00,"IIOT_7","Sensor","Modbus",68,2511,0.013,37.8,38.9,78.2,121,9,-69,1544,1.03,119.4,0,"MITM",1
2025-11-06 08:30:00,"IIOT_5","Actuator","Modbus",145,2385,0.079,31,52.5,50.5,83,8,77,-126,1.69,108,0,"Spoofing",1
2025-11-06 08:35:00,"IIOT_7","Controller","Modbus",118,1975,0.014,31.8,87.4,50.6,77,4,-27,-410,2.75,105.6,0,"MITM",1
2025-11-06 08:40:00,"IIOT_4","Sensor","MQTT",224,939,0.06,29.7,41.1,81.8,75,6,106,-1036,1.38,95.2,0,"Normal",0
2025-11-06 08:45:00,"IIOT_4","Controller","HTTP",81,1626,0.076,20.4,69.8,72.7,107,3,-143,687,3.42,92.6,0,"Data Injection",1
2025-11-06 08:50:00,"IIOT_4","Actuator","HTTP",146,3182,0.066,36.2,53.3,38.5,114,3,65,1556,1.47,91.2,0,"Normal",0
2025-11-06 08:55:00,"IIOT_7","Sensor","MQTT",146,2007,0.091,27.9,74.9,81.6,76,9,0,-1175,2.68,89.8,0,"DoS",1
2025-11-06 09:00:00,"IIOT_5","Controller","Modbus",173,1549,0.051,36.6,84,83.7,132,9,27,-458,2.3,100.8,0,"Normal",0
2025-11-06 09:05:00,"IIOT_10","Controller","MQTT",102,3442,0.015,36.6,68.2,71.4,67,2,-71,1893,1.86,99.2,0,"DoS",1
2025-11-06 09:10:00,"IIOT_9","Sensor","MQTT",142,2549,0.088,35.6,35.5,52.1,95,5,40,-893,1,96.8,0,"Normal",0
2025-11-06 09:15:00,"IIOT_6","Sensor","MQTT",112,1059,0.065,25.6,86.8,74.8,145,5,-30,-1490,3.39,103,0,"DoS",1
2025-11-06 09:20:00,"IIOT_4","Actuator","MQTT",127,2147,0.006,35.4,21.1,66.8,110,7,15,1088,0.6,109.8,0,"Normal",0
2025-11-06 09:25:00,"IIOT_6","Actuator","MQTT",167,784,0.001,24.9,56.5,61.7,32,2,40,-1363,2.27,89.8,0,"Normal",0
2025-11-06 09:30:00,"IIOT_1","Controller","MQTT",85,2542,0.018,31.1,61.8,30.2,113,3,-82,1758,1.99,99,0,"Normal",0
2025-11-06 09:35:00,"IIOT_2","Controller","Modbus",213,1175,0.082,33.8,54.5,79,154,3,128,-1367,1.61,110.8,1,"Normal",0
2025-11-06 09:40:00,"IIOT_1","Sensor","HTTP",103,3134,0.056,26.4,84.7,83.9,111,8,-110,1959,3.21,104,0,"MITM",1
2025-11-06 09:45:00,"IIOT_10","Controller","HTTP",113,2882,0.1,35.6,43.5,41,112,5,10,-252,1.22,104.4,0,"DoS",1
2025-11-06 09:50:00,"IIOT_2","Actuator","HTTP",99,1407,0.088,24.8,31.5,57.7,99,8,-14,-1475,1.27,117.8,0,"DoS",1
2025-11-06 09:55:00,"IIOT_6","Sensor","Modbus",161,1450,0.068,32.7,68.9,65.9,80,4,62,43,2.11,111.2,0,"Normal",0
2025-11-06 10:00:00,"IIOT_9","Actuator","MQTT",198,1872,0.058,27.8,58.3,45.2,111,8,37,422,2.1,102.6,0,"Normal",0
2025-11-06 10:05:00,"IIOT_1","Sensor","Modbus",123,1875,0.002,23.3,64.5,66.1,83,8,-75,3,2.77,97,0,"Normal",0
2025-11-06 10:10:00,"IIOT_8","Sensor","HTTP",111,1862,0.022,37.2,33.8,81,110,5,-12,-13,0.91,96.6,0,"Normal",0
2025-11-06 10:15:00,"IIOT_10","Actuator","Modbus",126,3382,0.061,20.5,78.5,51.8,77,3,15,1520,3.83,92.2,0,"Normal",0
2025-11-06 10:20:00,"IIOT_6","Controller","MQTT",121,1724,0.07,36.6,46.4,36.5,127,2,-5,-1658,1.27,101.6,0,"DoS",1
2025-11-06 10:25:00,"IIOT_1","Sensor","Modbus",137,2771,0.067,23.9,49.3,52.8,64,9,16,1047,2.06,92.2,0,"Normal",0
2025-11-06 10:30:00,"IIOT_1","Actuator","Modbus",97,2867,0.079,36,40.6,60.4,78,3,-40,96,1.13,91.2,0,"Data Injection",1
2025-11-06 10:35:00,"IIOT_8","Controller","MQTT",220,970,0.061,42.9,35.8,67.9,88,2,123,-1897,0.83,86.8,0,"Normal",0
2025-11-06 10:40:00,"IIOT_4","Sensor","MQTT",132,3104,0.029,31.4,63.6,59.1,116,4,-88,2134,2.03,94.6,0,"Normal",0
2025-11-06 10:45:00,"IIOT_5","Controller","Modbus",102,1843,0.042,16.3,29.3,72.5,166,2,-30,-1261,1.8,102.4,1,"Data Injection",1
2025-11-06 10:50:00,"IIOT_4","Sensor","Modbus",141,1051,0.016,29,68.3,42.6,94,4,39,-792,2.36,108.4,0,"Normal",0
2025-11-06 10:55:00,"IIOT_9","Actuator","MQTT",146,389,0.065,37.4,59.2,36.9,27,8,5,-662,1.58,98.2,0,"DoS",1
2025-11-06 11:00:00,"IIOT_1","Sensor","Modbus",176,1209,0.084,27.4,57.1,60.4,56,5,30,820,2.08,91.8,0,"Normal",0
2025-11-06 11:05:00,"IIOT_10","Controller","Modbus",100,2494,0,25,59.8,65.7,133,6,-76,1285,2.39,95.2,0,"Normal",0
2025-11-06 11:10:00,"IIOT_1","Actuator","MQTT",78,1892,0.074,35.3,62.9,66.6,130,9,-22,-602,1.78,88,0,"MITM",1
2025-11-06 11:15:00,"IIOT_10","Sensor","Modbus",133,2791,0.075,24.4,78.3,51.9,106,1,55,899,3.21,90.4,0,"Normal",0
2025-11-06 11:20:00,"IIOT_9","Sensor","Modbus",70,1878,0.06,27.9,85.6,73.7,123,9,-63,-913,3.07,109.6,0,"Normal",0
2025-11-06 11:25:00,"IIOT_1","Controller","MQTT",120,2255,0.022,31.9,68,82.6,95,6,50,377,2.13,117.4,0,"Normal",0
2025-11-06 11:30:00,"IIOT_1","Actuator","MQTT",85,2623,0.043,30,82.1,68.6,123,7,-35,368,2.74,115.4,0,"Normal",0
2025-11-06 11:35:00,"IIOT_1","Controller","Modbus",115,1360,0.051,34.8,89.3,83.1,91,6,30,-1263,2.57,107.6,0,"Data Injection",1
2025-11-06 11:40:00,"IIOT_9","Actuator","HTTP",109,2660,0.099,32.3,38.2,43.6,112,3,-6,1300,1.18,108.8,0,"Spoofing",1
2025-11-06 11:45:00,"IIOT_10","Controller","HTTP",90,1470,0.038,31.2,78.7,47.2,72,5,-19,-1190,2.52,98.6,0,"MITM",1
2025-11-06 11:50:00,"IIOT_1","Actuator","Modbus",116,3684,0.086,21.8,81.1,47.6,142,2,26,2214,3.72,108,0,"Normal",0
2025-11-06 11:55:00,"IIOT_3","Actuator","Modbus",180,1565,0.038,39,36.4,80.1,75,9,64,-2119,0.93,98.4,0,"Normal",0
2025-11-06 12:00:00,"IIOT_8","Sensor","HTTP",169,1526,0.084,31.1,74.1,54.8,55,4,-11,-39,2.38,91.2,0,"MITM",1
2025-11-06 12:05:00,"IIOT_9","Sensor","Modbus",143,1914,0.036,31.6,27.2,65.6,124,2,-26,388,0.86,93.6,0,"DoS",1
2025-11-06 12:10:00,"IIOT_5","Actuator","HTTP",106,2704,0.011,35.5,74.9,64.6,58,8,-37,790,2.11,90.8,0,"Normal",0
2025-11-06 12:15:00,"IIOT_10","Sensor","MQTT",162,1119,0.081,31.1,30,84.4,-41,1,56,-1585,0.96,54.2,0,"DoS",1
2025-11-06 12:20:00,"IIOT_5","Sensor","Modbus",110,1651,0.035,35,37,53.4,90,8,-52,532,1.06,57.2,0,"Normal",0
2025-11-06 12:25:00,"IIOT_2","Sensor","Modbus",149,1870,0.075,32.2,54.8,53.1,64,1,39,219,1.7,59,0,"Normal",0
2025-11-06 12:30:00,"IIOT_6","Sensor","HTTP",105,2239,0.081,15.3,62,67.3,149,2,-44,369,4.05,64,0,"MITM",1
2025-11-06 12:35:00,"IIOT_2","Controller","Modbus",132,1813,0.019,23.9,65.5,47.9,53,4,27,-426,2.74,63,0,"Normal",0
2025-11-06 12:40:00,"IIOT_7","Sensor","Modbus",143,2370,0.063,29.6,50.9,77.4,88,4,11,557,1.72,88.8,0,"Normal",0
2025-11-06 12:45:00,"IIOT_7","Sensor","Modbus",121,1513,0.099,32.7,39.6,70.7,65,9,-22,-857,1.21,83.8,0,"Normal",0
2025-11-06 12:50:00,"IIOT_5","Sensor","HTTP",162,1566,0.043,29.8,39,68.5,104,7,41,53,1.31,91.8,0,"Normal",0
2025-11-06 12:55:00,"IIOT_3","Sensor","MQTT",119,2624,0.08,27.3,86.2,43.2,43,5,-43,1058,3.16,70.6,0,"Spoofing",1
2025-11-06 13:00:00,"IIOT_5","Actuator","MQTT",103,1876,0.064,27.8,36.9,40.9,98,9,-16,-748,1.33,79.6,0,"Normal",0
2025-11-06 13:05:00,"IIOT_1","Actuator","MQTT",57,1268,0.074,39.1,84.8,57.8,93,10,-46,-608,2.17,80.6,0,"Normal",0
2025-11-06 13:10:00,"IIOT_4","Actuator","MQTT",130,2223,0.084,31.1,39.5,34.8,151,7,73,955,1.27,97.8,1,"Normal",0
2025-11-06 13:15:00,"IIOT_4","Sensor","Modbus",81,2734,0.025,24.9,73.7,50.1,120,10,-49,511,2.96,101,0,"Spoofing",1
2025-11-06 13:20:00,"IIOT_6","Sensor","Modbus",236,2836,0.066,28.8,73.5,58.5,107,5,155,102,2.55,113.8,0,"Normal",0
2025-11-06 13:25:00,"IIOT_10","Sensor","HTTP",134,1903,0.066,24.7,32.5,78.7,102,5,-102,-933,1.32,114.6,0,"DoS",1
2025-11-06 13:30:00,"IIOT_10","Sensor","HTTP",86,3009,0.005,33.6,57.4,56,34,2,-48,1106,1.71,102.8,0,"Data Injection",1
2025-11-06 13:35:00,"IIOT_8","Controller","Modbus",140,1334,0.094,27.2,78.3,45.5,92,6,54,-1675,2.88,91,0,"Normal",0
2025-11-06 13:40:00,"IIOT_1","Actuator","MQTT",114,1385,0.043,24.5,66.1,60.9,129,9,-26,51,2.7,92.8,0,"Normal",0
2025-11-06 13:45:00,"IIOT_10","Actuator","MQTT",200,2693,0.096,30.6,34.1,56.6,164,7,86,1308,1.11,104.2,1,"Normal",0
2025-11-06 13:50:00,"IIOT_10","Sensor","HTTP",98,1441,0.043,28.5,84.9,56,95,7,-102,-1252,2.98,102.8,0,"Data Injection",1
2025-11-06 13:55:00,"IIOT_1","Controller","MQTT",132,736,0.04,28.3,84.2,56.1,114,5,34,-705,2.98,118.8,0,"Normal",0
2025-11-06 14:00:00,"IIOT_2","Sensor","HTTP",139,2099,0.091,24.5,63.1,51.3,88,5,7,1363,2.58,118,0,"Normal",0
2025-11-06 14:05:00,"IIOT_3","Sensor","MQTT",148,2477,0.054,33.8,77.9,71.3,86,3,9,378,2.3,109.4,0,"Normal",0
2025-11-06 14:10:00,"IIOT_10","Sensor","HTTP",117,2979,0.018,30.2,27.6,42.6,22,4,-31,502,0.91,81,0,"DoS",1
2025-11-06 14:15:00,"IIOT_6","Controller","Modbus",86,2325,0.005,33.2,51.3,65.1,89,10,-31,-654,1.55,79.8,0,"Normal",0
2025-11-06 14:20:00,"IIOT_5","Sensor","MQTT",103,1743,0.073,36.3,77.2,81.2,74,8,17,-582,2.13,71.8,0,"Normal",0
2025-11-06 14:25:00,"IIOT_9","Actuator","MQTT",99,871,0.096,39.5,43.4,77,51,8,-4,-872,1.1,64.4,0,"DoS",1
2025-11-06 14:30:00,"IIOT_8","Actuator","Modbus",124,1822,0.017,25.2,58.9,70.2,86,9,25,951,2.34,64.4,0,"Normal",0
2025-11-06 14:35:00,"IIOT_9","Controller","MQTT",74,1980,0.093,34.7,89.8,69.7,205,5,-50,158,2.59,101,1,"Normal",0
2025-11-06 14:40:00,"IIOT_2","Actuator","Modbus",72,1698,0.029,13.1,77.8,52.6,102,4,-2,-282,5.94,103.6,0,"Normal",0
2025-11-06 14:45:00,"IIOT_2","Actuator","MQTT",124,2142,0.03,24.9,31.7,41.7,88,10,52,444,1.27,106.4,0,"Normal",0
2025-11-06 14:50:00,"IIOT_5","Sensor","MQTT",103,1968,0.092,40.3,49.1,30.7,56,6,-21,-174,1.22,107.4,0,"MITM",1
2025-11-06 14:55:00,"IIOT_2","Sensor","MQTT",139,2060,0.041,31.2,25.9,84.1,70,7,36,92,0.83,104.2,0,"Normal",0
2025-11-06 15:00:00,"IIOT_6","Actuator","Modbus",118,1416,0.052,26.8,58.2,66,92,9,-21,-644,2.17,81.6,0,"Normal",0
2025-11-06 15:05:00,"IIOT_1","Sensor","Modbus",21,2615,0.031,36.8,68.7,75.7,62,2,-97,1199,1.87,73.6,0,"Normal",0
2025-11-06 15:10:00,"IIOT_2","Sensor","Modbus",113,3136,0.077,26.3,34.6,36.8,107,8,92,521,1.32,77.4,0,"MITM",1
2025-11-06 15:15:00,"IIOT_1","Actuator","MQTT",129,2035,0.035,25.6,28.5,31.6,123,8,16,-1101,1.11,90.8,0,"Normal",0
2025-11-06 15:20:00,"IIOT_3","Controller","Modbus",104,1682,0.078,26.4,46.3,45.8,136,8,-25,-353,1.75,104,0,"Normal",0
2025-11-06 15:25:00,"IIOT_9","Sensor","MQTT",91,2116,0.095,27.6,49.6,42.5,130,4,-13,434,1.8,111.6,0,"MITM",1
2025-11-06 15:30:00,"IIOT_8","Sensor","Modbus",59,2331,0.095,41.4,88.7,72,173,4,-32,215,2.14,133.8,1,"MITM",1
2025-11-06 15:35:00,"IIOT_10","Sensor","MQTT",156,2251,0.071,24.9,21.1,79.7,87,8,97,-80,0.85,129.8,0,"DoS",1
2025-11-06 15:40:00,"IIOT_4","Actuator","MQTT",127,1961,0.094,35.2,42.4,74.7,147,2,-29,-290,1.2,134.6,0,"DoS",1
2025-11-06 15:45:00,"IIOT_6","Actuator","MQTT",74,980,0.002,33.5,25.1,36,132,4,-53,-981,0.75,133.8,0,"MITM",1
2025-11-06 15:50:00,"IIOT_10","Sensor","Modbus",159,1384,0.061,34.4,54.9,62.3,99,6,85,404,1.6,127.6,0,"Normal",0
2025-11-06 15:55:00,"IIOT_2","Actuator","MQTT",123,3422,0.098,25.8,28.8,71.9,145,4,-36,2038,1.12,122,0,"Normal",0
2025-11-06 16:00:00,"IIOT_4","Controller","HTTP",177,2067,0.056,22.5,54.1,81,56,5,54,-1355,2.4,115.8,0,"Normal",0
2025-11-06 16:05:00,"IIOT_2","Sensor","HTTP",175,3097,0.066,30.1,65.2,31.1,111,2,-2,1030,2.17,108.6,0,"Normal",0
2025-11-06 16:10:00,"IIOT_2","Sensor","Modbus",96,604,0.079,29.8,73.4,74.1,103,7,-79,-2493,2.46,102.8,0,"Normal",0
2025-11-06 16:15:00,"IIOT_4","Sensor","MQTT",176,2357,0.081,21.8,37,65.1,91,8,80,1753,1.7,101.2,0,"Normal",0
2025-11-06 16:20:00,"IIOT_5","Controller","Modbus",141,1929,0.062,23.9,61.7,59.5,94,1,-35,-428,2.58,91,0,"MITM",1
2025-11-06 16:25:00,"IIOT_3","Sensor","Modbus",168,1788,0.033,30.9,24.5,81.9,205,9,27,-141,0.79,120.8,1,"Normal",0
2025-11-06 16:30:00,"IIOT_10","Sensor","Modbus",153,2597,0.045,30.6,51.4,46.7,125,4,-15,809,1.68,123.6,0,"MITM",1
2025-11-06 16:35:00,"IIOT_9","Controller","MQTT",127,2035,0.087,35.4,33.1,44.9,123,7,-26,-562,0.94,127.6,0,"Spoofing",1
2025-11-06 16:40:00,"IIOT_6","Actuator","MQTT",176,2209,0.064,30.7,82.7,51.3,78,3,49,174,2.69,125,0,"Normal",0
2025-11-06 16:45:00,"IIOT_1","Actuator","MQTT",95,1571,0.045,33.1,62.1,81.1,145,6,-81,-638,1.88,135.2,0,"Normal",0
2025-11-06 16:50:00,"IIOT_1","Actuator","HTTP",109,1441,0.055,30.1,21.6,30.5,98,6,14,-130,0.72,113.8,0,"Normal",0
2025-11-06 16:55:00,"IIOT_10","Sensor","HTTP",183,837,0.045,28.9,73,58.1,89,3,74,-604,2.53,106.6,0,"Normal",0
2025-11-06 17:00:00,"IIOT_8","Controller","MQTT",124,2247,0.068,31.3,70.1,47.7,72,7,-59,1410,2.24,96.4,0,"Normal",0
2025-11-06 17:05:00,"IIOT_5","Actuator","HTTP",144,1053,0.01,29.7,44.9,37.5,112,9,20,-1194,1.51,103.2,0,"DoS",1
2025-11-06 17:10:00,"IIOT_9","Sensor","MQTT",52,2206,0.046,21.3,84.4,63.4,114,2,-92,1153,3.96,97,0,"Spoofing",1
2025-11-06 17:15:00,"IIOT_9","Sensor","MQTT",68,2427,0.007,29.4,32,72.7,187,7,16,221,1.09,114.8,1,"Normal",0
2025-11-06 17:20:00,"IIOT_2","Actuator","MQTT",113,2104,0.089,30.6,75,67.4,71,5,45,-323,2.45,111.2,0,"Data Injection",1
2025-11-06 17:25:00,"IIOT_2","Sensor","MQTT",179,1315,0.077,23.2,32.7,53,132,3,66,-789,1.41,123.2,0,"Normal",0
2025-11-06 17:30:00,"IIOT_4","Actuator","MQTT",152,1575,0.022,29.5,81.2,39.7,86,4,-27,260,2.75,118,0,"MITM",1
2025-11-06 17:35:00,"IIOT_9","Controller","Modbus",67,2036,0.008,39.5,57.5,77.8,102,2,-85,461,1.46,115.6,0,"Normal",0
2025-11-06 17:40:00,"IIOT_4","Sensor","Modbus",91,2301,0.015,16.6,41.3,82.4,89,7,24,265,2.49,96,0,"Normal",0
2025-11-06 17:45:00,"IIOT_7","Controller","Modbus",76,1756,0.071,38,61.9,52,138,6,-15,-545,1.63,109.4,0,"Normal",0
2025-11-06 17:50:00,"IIOT_6","Sensor","HTTP",194,1045,0.076,22.9,23.8,31.8,66,6,118,-711,1.04,96.2,0,"Normal",0
2025-11-06 17:55:00,"IIOT_9","Sensor","MQTT",116,2538,0.084,37.6,27.5,31.8,155,10,-78,1493,0.73,110,1,"Normal",0
2025-11-06 18:00:00,"IIOT_6","Sensor","MQTT",79,2454,0.037,25.6,65.9,42.8,96,3,-37,-84,2.57,108.8,0,"Normal",0
2025-11-06 18:05:00,"IIOT_9","Controller","MQTT",153,3175,0.098,32.9,33.2,55,-25,2,74,721,1.01,86,0,"Normal",0
2025-11-06 18:10:00,"IIOT_5","Actuator","MQTT",129,2571,0.059,35.5,23.1,43.4,37,9,-24,-604,0.65,65.8,0,"MITM",1
2025-11-06 18:15:00,"IIOT_7","Sensor","MQTT",148,1758,0.084,32.1,39.7,63.9,139,7,19,-813,1.24,80.4,0,"DoS",1
2025-11-06 18:20:00,"IIOT_6","Sensor","MQTT",106,1975,0.005,27.4,49.6,64.4,54,8,-42,217,1.81,60.2,0,"Normal",0
2025-11-06 18:25:00,"IIOT_7","Sensor","MQTT",112,2866,0.081,36.1,74.2,45.9,99,4,6,891,2.06,60.8,0,"Normal",0
2025-11-06 18:30:00,"IIOT_4","Sensor","Modbus",122,2304,0.051,24.8,84.9,84,85,3,10,-562,3.42,82.8,0,"Data Injection",1
2025-11-06 18:35:00,"IIOT_3","Controller","MQTT",112,2714,0.017,34.3,75.8,63,130,2,-10,410,2.21,101.4,0,"MITM",1
